customer_id,segment,frequency,recency_days,first_purchase_date,last_purchase_date,customer_lifetime_days,average_purchase_frequency,total_amount
10549,loyal,12,106,07/01/2024,17/09/2024,254,21.166666666666668,43905.27491270335
10550,churned,1,319,17/02/2024,17/02/2024,0,,677.8241814329483
10551,potential,9,11,13/02/2024,21/12/2024,312,34.666666666666664,20142.88636182083
10552,high_value,23,14,05/01/2024,18/12/2024,348,15.130434782608695,148249.89283341914
10553,at_risk,2,142,09/01/2024,12/08/2024,216,108.0,1520.0067429491892
10554,loyal,15,35,13/01/2024,27/11/2024,319,21.266666666666666,41112.43163000177
10555,loyal,14,49,23/01/2024,13/11/2024,295,21.071428571428573,36008.38745698089
10556,at_risk,3,243,06/01/2024,03/05/2024,118,39.333333333333336,3866.2337912797448
10557,loyal,11,27,28/02/2024,05/12/2024,281,25.545454545454547,26429.151181333014
10558,loyal,17,22,14/01/2024,10/12/2024,331,19.470588235294116,56376.54313584554
10559,potential,10,77,04/01/2024,16/10/2024,286,28.6,30319.28083540353
10560,potential,8,58,26/05/2024,04/11/2024,162,20.25,20856.178759255527
10561,potential,10,33,19/01/2024,29/11/2024,315,31.5,28399.6353599376
10562,potential,8,37,24/01/2024,25/11/2024,306,38.25,33264.53948273925
10563,high_value,22,22,04/01/2024,10/12/2024,341,15.5,90577.96687327197
10564,loyal,17,27,15/01/2024,05/12/2024,325,19.11764705882353,61412.0538317506
10565,high_value,23,27,30/01/2024,05/12/2024,310,13.478260869565217,92031.82485067264
10566,new,3,63,12/06/2024,30/10/2024,140,46.666666666666664,6795.602452819157
10567,high_value,17,22,15/01/2024,10/12/2024,330,19.41176470588235,85168.84503290415
10568,at_risk,5,123,10/03/2024,31/08/2024,174,34.8,3668.2258616998374
10569,loyal,17,39,14/01/2024,23/11/2024,314,18.470588235294116,41116.76862079734
10570,at_risk,4,120,20/03/2024,03/09/2024,167,41.75,5036.400006787076
10571,loyal,11,48,16/01/2024,14/11/2024,303,27.545454545454547,34865.86182470513
10572,at_risk,4,94,05/03/2024,29/09/2024,208,52.0,7592.750264307018
10573,loyal,11,93,30/01/2024,30/09/2024,244,22.181818181818183,22119.85490157944
10574,churned,1,287,20/03/2024,20/03/2024,0,,470.1799037205831
10575,loyal,13,31,15/02/2024,01/12/2024,290,22.307692307692307,48592.61952177032
10576,potential,10,51,28/01/2024,11/11/2024,288,28.8,9095.7120110272
10577,at_risk,2,173,15/03/2024,12/07/2024,119,59.5,1210.0389960017912
10578,loyal,13,20,07/01/2024,12/12/2024,340,26.153846153846153,42273.72963366698
10579,potential,9,27,27/02/2024,05/12/2024,282,31.333333333333332,14803.616704466083
10580,loyal,12,110,21/01/2024,13/09/2024,236,19.666666666666668,17117.64445395768
10581,potential,7,26,09/02/2024,06/12/2024,301,43.0,5703.695953967664
10582,loyal,15,26,14/02/2024,06/12/2024,296,19.733333333333334,52719.36113469252
10584,high_value,22,15,08/01/2024,17/12/2024,344,15.636363636363637,115602.62810230166
10585,loyal,16,35,09/01/2024,27/11/2024,323,20.1875,50297.801825245566
10586,potential,9,100,08/01/2024,23/09/2024,259,28.77777777777778,10275.311601177946
10587,potential,8,25,23/01/2024,07/12/2024,319,39.875,10999.73339598462
10588,new,3,14,05/03/2024,18/12/2024,288,96.0,15563.54723184384
10589,at_risk,6,78,23/02/2024,15/10/2024,235,39.166666666666664,6532.233198236799
10590,at_risk,3,146,15/04/2024,08/08/2024,115,38.333333333333336,5064.524541777744
10591,loyal,12,31,14/02/2024,01/12/2024,291,24.25,32999.12723005535
10592,potential,9,9,01/04/2024,23/12/2024,266,29.555555555555557,24815.66557410763
10593,loyal,15,39,14/02/2024,23/11/2024,283,18.866666666666667,68123.53889915805
10594,potential,8,18,11/01/2024,14/12/2024,338,42.25,6280.339302160673
10596,at_risk,4,113,15/06/2024,10/09/2024,87,21.75,7749.274650875384
10597,potential,9,17,30/04/2024,15/12/2024,229,25.444444444444443,13805.165970093482
10598,new,4,16,19/02/2024,16/12/2024,301,75.25,8189.068630118216
10599,at_risk,5,258,02/02/2024,18/04/2024,76,15.2,5217.758872575909
10600,at_risk,3,171,10/02/2024,14/07/2024,155,51.666666666666664,5186.538291865593
10601,high_value,18,11,18/01/2024,21/12/2024,338,18.77777777777778,115577.46196449955
10602,loyal,17,18,21/01/2024,14/12/2024,328,19.294117647058822,48624.489765605125
10603,high_value,23,29,12/01/2024,03/12/2024,326,14.173913043478262,114993.09593763197
10604,high_value,17,21,07/01/2024,11/12/2024,339,19.941176470588236,64984.3200235079
10605,churned,1,295,12/03/2024,12/03/2024,0,,6199.407401545444
10606,potential,8,58,22/01/2024,04/11/2024,287,35.875,4495.69190478894
10607,high_value,17,88,05/01/2024,05/10/2024,274,16.11764705882353,86888.93819151286
10608,high_value,18,13,03/01/2024,19/12/2024,351,19.5,85389.92911810552
10609,potential,8,27,10/03/2024,05/12/2024,270,33.75,18964.498146241393
10610,potential,10,22,20/01/2024,10/12/2024,325,32.5,16945.571464976085
10611,churned,1,323,13/02/2024,13/02/2024,0,,906.4387255547434
10612,new,3,70,28/07/2024,23/10/2024,87,29.0,2441.4526668376784
10613,potential,8,125,12/02/2024,29/08/2024,199,24.875,15263.413810157117
10614,potential,9,20,22/01/2024,12/12/2024,325,36.111111111111114,11958.643489511784
10615,at_risk,3,94,15/02/2024,29/09/2024,227,75.66666666666667,2640.3977066285934
10616,new,3,54,14/06/2024,08/11/2024,147,49.0,8749.173445920522
10617,potential,11,29,04/01/2024,03/12/2024,334,30.363636363636363,12665.272361191031
10618,potential,8,55,09/02/2024,07/11/2024,272,34.0,23993.730444387686
10619,loyal,13,53,07/01/2024,09/11/2024,307,23.615384615384617,48031.697297865336
10620,new,1,312,24/02/2024,24/02/2024,0,,1360.3403530496148
10621,high_value,23,25,02/01/2024,07/12/2024,340,14.782608695652174,128658.6482700176
10622,potential,10,64,02/01/2024,29/10/2024,301,30.1,6280.832222310851
10623,loyal,16,21,07/01/2024,11/12/2024,339,21.1875,66418.19210019326
10624,loyal,18,54,04/01/2024,08/11/2024,309,17.166666666666668,54731.27880975082
10625,new,4,207,18/01/2024,08/06/2024,142,35.5,5162.276776365803
10626,potential,9,17,24/01/2024,15/12/2024,326,36.22222222222222,19158.612286891417
10627,churned,1,224,22/05/2024,22/05/2024,0,,986.4209510146038
10628,at_risk,3,138,01/01/2024,16/08/2024,228,76.0,1641.0008239748786
10629,new,4,177,06/02/2024,08/07/2024,153,38.25,3131.9035481172314
10630,potential,5,169,02/04/2024,16/07/2024,105,21.0,9427.121126708218
10631,loyal,15,26,21/01/2024,06/12/2024,320,21.333333333333332,39357.58521570208
10632,high_value,22,12,05/01/2024,20/12/2024,350,15.909090909090908,105509.81110646509
10633,loyal,13,40,14/01/2024,22/11/2024,313,24.076923076923077,32783.75952621122
10634,potential,10,48,08/01/2024,14/11/2024,311,31.1,16401.79665850273
10635,loyal,13,16,26/01/2024,16/12/2024,325,25.0,46734.42113884913
10636,churned,1,290,17/03/2024,17/03/2024,0,,154.8115119271385
10637,new,2,182,11/05/2024,03/07/2024,53,26.5,1920.3679037415238
10638,loyal,15,26,06/01/2024,06/12/2024,335,22.333333333333332,47055.0011129802
10639,new,3,53,04/05/2024,09/11/2024,189,63.0,2006.821904229945
10640,high_value,17,21,15/01/2024,11/12/2024,331,19.470588235294116,45716.77852026812
10641,high_value,17,9,03/01/2024,23/12/2024,355,20.88235294117647,83228.8438271354
10642,new,3,34,23/05/2024,28/11/2024,189,63.0,8669.861525880653
10643,at_risk,4,116,06/06/2024,07/09/2024,93,23.25,3254.3980652351165
10645,loyal,15,49,06/01/2024,13/11/2024,312,20.8,43851.430357517565
10646,high_value,18,4,15/01/2024,28/12/2024,348,19.333333333333332,109014.94348697054
10647,high_value,18,44,01/01/2024,18/11/2024,322,17.88888888888889,126002.65722031948
10648,at_risk,4,173,29/01/2024,12/07/2024,165,41.25,9568.13826571715
10649,loyal,15,45,17/01/2024,17/11/2024,305,20.333333333333332,55942.699524032294
10650,loyal,15,37,23/02/2024,25/11/2024,276,18.4,34882.48997835417
10651,new,3,86,12/02/2024,07/10/2024,238,79.33333333333333,3055.722473901614
10653,new,3,31,09/01/2024,01/12/2024,327,109.0,8954.969350427371
10654,high_value,22,5,10/01/2024,27/12/2024,352,16.0,116522.91668397748
10655,churned,1,214,01/06/2024,01/06/2024,0,,1549.8220075471386
10656,potential,9,59,14/02/2024,03/11/2024,263,29.22222222222222,13071.841096907596
10657,high_value,19,5,02/01/2024,27/12/2024,360,18.94736842105263,106916.8034845393
10658,new,4,55,15/03/2024,07/11/2024,237,59.25,1014.456064333524
10659,new,4,51,19/04/2024,11/11/2024,206,51.5,8470.241468759712
10660,potential,10,26,27/01/2024,06/12/2024,314,31.4,12863.261202760275
10661,potential,7,83,12/01/2024,10/10/2024,272,38.857142857142854,24111.204514947673
10662,at_risk,5,166,08/03/2024,19/07/2024,133,26.6,16865.04501986159
10663,at_risk,3,146,19/01/2024,08/08/2024,202,67.33333333333333,1747.971999658264
10664,at_risk,1,94,29/09/2024,29/09/2024,0,,10121.46277836191
10665,at_risk,4,151,11/02/2024,03/08/2024,174,43.5,9432.158584236508
10666,loyal,12,39,08/02/2024,23/11/2024,289,24.083333333333332,57717.215794952535
10667,high_value,22,26,05/01/2024,06/12/2024,336,15.272727272727273,105017.92779547744
10668,high_value,22,21,06/01/2024,11/12/2024,340,15.454545454545455,116113.90252370652
10669,potential,9,64,01/01/2024,29/10/2024,302,33.55555555555556,9175.18473428216
10671,high_value,18,11,15/01/2024,21/12/2024,341,18.944444444444443,88886.85063093228
10673,high_value,19,11,11/02/2024,21/12/2024,314,16.526315789473685,69965.87491148582
10674,loyal,15,43,03/01/2024,19/11/2024,321,21.4,51737.84121960319
10675,potential,8,36,10/01/2024,26/11/2024,321,40.125,14243.132842409885
10676,high_value,21,5,13/01/2024,27/12/2024,349,16.61904761904762,97351.44452796776
10677,at_risk,3,105,01/04/2024,18/09/2024,170,56.666666666666664,7935.592099571432
10678,potential,8,68,20/03/2024,25/10/2024,219,27.375,11501.23114402192
10679,new,4,51,19/03/2024,11/11/2024,237,59.25,5284.256280041766
10681,new,4,81,02/03/2024,12/10/2024,224,56.0,5058.225013052153
10682,at_risk,6,101,04/01/2024,22/09/2024,262,43.666666666666664,24727.69547285719
10683,high_value,16,38,09/01/2024,24/11/2024,320,20.0,71550.27143277766
10684,loyal,12,33,08/01/2024,29/11/2024,326,27.166666666666668,40533.09658775915
10685,new,2,40,24/01/2024,22/11/2024,303,151.5,2105.3795863284104
10686,at_risk,4,174,26/01/2024,11/07/2024,167,41.75,11121.766798811406
10687,loyal,18,34,02/02/2024,28/11/2024,300,16.666666666666668,78083.38372772162
10688,high_value,24,26,16/01/2024,06/12/2024,325,13.541666666666666,118346.63420610722
10689,new,3,52,01/02/2024,10/11/2024,283,94.33333333333333,986.9979528750247
10690,high_value,17,22,19/01/2024,10/12/2024,326,19.176470588235293,82786.17821308746
10691,high_value,19,15,19/01/2024,17/12/2024,333,17.526315789473685,81646.5245931352
10692,at_risk,6,83,18/04/2024,10/10/2024,175,29.166666666666668,6112.191702768294
10693,new,3,22,20/09/2024,10/12/2024,81,27.0,2944.332561095106
10694,new,3,26,02/01/2024,06/12/2024,339,113.0,2116.253358223216
10695,loyal,17,64,15/01/2024,29/10/2024,288,16.941176470588236,43043.07423188212
10696,at_risk,3,101,10/01/2024,22/09/2024,256,85.33333333333333,9653.882724239877
10697,loyal,12,14,23/02/2024,18/12/2024,299,24.916666666666668,34855.73697046081
10700,potential,8,12,08/06/2024,20/12/2024,195,24.375,13633.611259290865
10701,high_value,20,51,24/01/2024,11/11/2024,292,14.6,76417.04833530795
10702,new,4,157,30/04/2024,28/07/2024,89,22.25,12176.470556874743
10704,at_risk,3,87,15/02/2024,06/10/2024,234,78.0,6560.99949397378
10705,at_risk,6,70,02/04/2024,23/10/2024,204,34.0,6818.828147468139
10707,new,4,8,17/07/2024,24/12/2024,160,40.0,5262.906886439479
10708,potential,9,16,31/01/2024,16/12/2024,320,35.55555555555556,8276.3868305153
10709,high_value,16,7,07/01/2024,25/12/2024,353,22.0625,103124.95952494127
10710,potential,8,29,14/03/2024,03/12/2024,264,33.0,9924.586275864118
10711,loyal,13,20,08/01/2024,12/12/2024,339,26.076923076923077,60035.44729380502
10712,potential,8,57,25/01/2024,05/11/2024,285,35.625,3080.972171231705
10713,loyal,17,29,19/02/2024,03/12/2024,288,16.941176470588236,72806.80945840162
10714,loyal,14,42,29/01/2024,20/11/2024,296,21.142857142857142,55417.81768045412
10715,at_risk,3,74,02/04/2024,19/10/2024,200,66.66666666666667,7468.2964589773455
10716,at_risk,4,128,18/06/2024,26/08/2024,69,17.25,18915.48931456574
10717,potential,7,42,24/02/2024,20/11/2024,270,38.57142857142857,12334.034118867732
10718,loyal,17,82,08/01/2024,11/10/2024,277,16.294117647058822,58265.39835984814
10721,loyal,13,37,14/01/2024,25/11/2024,316,24.307692307692307,33868.580407475805
10722,potential,8,46,06/01/2024,16/11/2024,315,39.375,14128.409414638427
10723,at_risk,4,86,09/01/2024,07/10/2024,272,68.0,9505.937908323318
10724,new,2,206,29/03/2024,09/06/2024,72,36.0,6352.527502616818
10725,potential,10,6,24/01/2024,26/12/2024,337,33.7,15281.570677181555
10726,new,3,15,10/02/2024,17/12/2024,311,103.66666666666667,4406.250861484737
10727,loyal,13,55,18/01/2024,07/11/2024,294,22.615384615384617,43141.40995802335
10728,new,4,59,18/02/2024,03/11/2024,259,64.75,3541.6517740123977
10729,potential,10,18,20/03/2024,14/12/2024,269,26.9,8929.879105626487
10730,loyal,11,42,04/01/2024,20/11/2024,321,29.181818181818183,45816.614072747805
10731,loyal,15,19,03/01/2024,13/12/2024,345,23.0,47289.202463955124
10732,loyal,16,27,08/01/2024,05/12/2024,332,20.75,39941.77538673275
10733,loyal,11,79,20/04/2024,14/10/2024,177,16.09090909090909,18464.832961595395
10734,at_risk,6,138,10/02/2024,16/08/2024,188,31.333333333333332,12100.262254759311
10735,potential,9,54,27/01/2024,08/11/2024,286,31.77777777777778,34711.43131733761
10736,potential,7,113,09/02/2024,10/09/2024,214,30.571428571428573,14492.089260354012
10738,at_risk,3,153,19/02/2024,01/08/2024,164,54.666666666666664,1106.3323985717723
10739,new,4,50,05/01/2024,12/11/2024,312,78.0,6589.902576282116
10740,at_risk,3,171,25/02/2024,14/07/2024,140,46.666666666666664,11914.781194202707
10741,at_risk,3,157,01/03/2024,28/07/2024,149,49.666666666666664,5626.522404260597
10742,potential,10,194,11/01/2024,21/06/2024,162,16.2,16494.927613147283
10743,loyal,13,100,06/01/2024,23/09/2024,261,20.076923076923077,37927.85729933214
10744,loyal,13,31,11/01/2024,01/12/2024,325,25.0,31452.451338711093
10745,loyal,11,35,03/02/2024,27/11/2024,298,27.09090909090909,33345.86899926453
10746,high_value,17,9,21/01/2024,23/12/2024,337,19.823529411764707,85738.91487583278
10747,new,3,55,19/01/2024,07/11/2024,293,97.66666666666667,8946.076553187959
10748,loyal,17,51,05/01/2024,11/11/2024,311,18.294117647058822,41923.69964594585
10749,new,3,118,02/03/2024,05/09/2024,187,62.333333333333336,6374.662922301946
10750,new,3,116,19/02/2024,07/09/2024,201,67.0,2235.9821250423784
10751,churned,1,330,06/02/2024,06/02/2024,0,,390.92528576625074
10752,high_value,22,35,07/01/2024,27/11/2024,325,14.772727272727273,115651.16271224113
10753,potential,9,54,03/02/2024,08/11/2024,279,31.0,9862.572012661361
10754,at_risk,4,98,08/01/2024,25/09/2024,261,65.25,1611.9724190340971
10755,at_risk,3,185,09/01/2024,30/06/2024,173,57.666666666666664,6421.555877274515
10757,new,4,103,04/02/2024,20/09/2024,229,57.25,3784.005244204635
10758,loyal,14,15,02/03/2024,17/12/2024,290,20.714285714285715,40383.49598000875
10759,loyal,15,24,07/01/2024,08/12/2024,336,22.4,34399.91828497294
10760,new,3,297,04/01/2024,10/03/2024,66,22.0,2343.6900323665695
10761,at_risk,4,99,17/02/2024,24/09/2024,220,55.0,10315.093545357973
10762,potential,10,15,06/01/2024,17/12/2024,346,34.6,22702.938944604037
10763,at_risk,3,155,14/02/2024,30/07/2024,167,55.666666666666664,2910.5656562712866
10764,loyal,12,21,26/01/2024,11/12/2024,320,26.666666666666668,37631.97811093338
10765,potential,11,15,08/02/2024,17/12/2024,313,28.454545454545453,29503.132934642083
10766,potential,7,41,17/05/2024,21/11/2024,188,26.857142857142858,11532.540918506758
10767,potential,9,107,15/01/2024,16/09/2024,245,27.22222222222222,10159.28459379643
10769,new,3,71,31/03/2024,22/10/2024,205,68.33333333333333,7090.999122529384
10770,potential,8,42,16/01/2024,20/11/2024,309,38.625,15911.718179920044
10771,potential,9,62,18/04/2024,31/10/2024,196,21.77777777777778,17327.89943361119
10772,potential,9,31,18/02/2024,01/12/2024,287,31.88888888888889,27569.75128534502
10773,loyal,14,33,15/01/2024,29/11/2024,319,22.785714285714285,55606.69160923067
10774,new,4,97,16/01/2024,26/09/2024,254,63.5,4138.856250588689
10775,new,3,69,30/06/2024,24/10/2024,116,38.666666666666664,3765.5981440794317
10776,new,4,18,01/10/2024,14/12/2024,74,18.5,5330.584789968457
10777,at_risk,2,305,12/01/2024,02/03/2024,50,25.0,1927.9161790099834
10778,potential,10,97,07/02/2024,26/09/2024,232,23.2,12272.715448536575
10779,at_risk,3,109,18/04/2024,14/09/2024,149,49.666666666666664,4371.062807240476
10780,new,3,100,30/03/2024,23/09/2024,177,59.0,1969.430871508615
10781,high_value,20,32,01/02/2024,30/11/2024,303,15.15,106269.71673612729
10782,churned,1,354,13/01/2024,13/01/2024,0,,251.8451304897588
10783,loyal,17,49,03/02/2024,13/11/2024,284,16.705882352941178,43024.74184543739
10784,new,3,16,20/09/2024,16/12/2024,87,29.0,6174.261246132728
10786,potential,7,35,06/02/2024,27/11/2024,295,42.142857142857146,9736.334454558946
10787,potential,10,31,13/02/2024,01/12/2024,292,29.2,8930.357058033956
10788,potential,8,17,15/02/2024,15/12/2024,304,38.0,18862.37591838783
10789,at_risk,6,62,22/03/2024,31/10/2024,223,37.166666666666664,13306.414314688627
10790,at_risk,4,95,27/01/2024,28/09/2024,245,61.25,7310.726847082022
10791,new,3,85,22/07/2024,08/10/2024,78,26.0,14039.820875138885
10792,at_risk,3,203,01/03/2024,12/06/2024,103,34.333333333333336,8027.864061879805
10793,new,3,14,30/03/2024,18/12/2024,263,87.66666666666667,5922.2283303738595
10794,potential,8,15,02/01/2024,17/12/2024,350,43.75,15375.027019241992
10795,loyal,12,46,01/02/2024,16/11/2024,289,24.083333333333332,37184.45149962897
10796,new,4,76,10/01/2024,17/10/2024,281,70.25,3876.914989509558
10797,high_value,22,19,31/01/2024,13/12/2024,317,14.409090909090908,105626.27930447832
10798,high_value,21,83,11/01/2024,10/10/2024,273,13.0,153285.53665981354
10799,potential,9,17,02/01/2024,15/12/2024,348,38.666666666666664,8224.479660413657
10800,potential,10,57,23/01/2024,05/11/2024,287,28.7,26870.370557601113
10801,new,3,186,26/01/2024,29/06/2024,155,51.666666666666664,4282.1890305700645
10802,potential,10,38,05/01/2024,24/11/2024,324,32.4,14215.014587760703
10803,at_risk,4,77,03/07/2024,16/10/2024,105,26.25,10473.357183100532
10804,loyal,18,41,13/01/2024,21/11/2024,313,17.38888888888889,30284.366335705985
10805,at_risk,4,84,09/09/2024,09/10/2024,30,7.5,6898.717245693562
10806,potential,8,121,07/02/2024,02/09/2024,208,26.0,12037.991909935714
10807,at_risk,5,89,07/02/2024,04/10/2024,240,48.0,3900.499852634831
10808,new,4,87,06/03/2024,06/10/2024,214,53.5,4163.380830050865
10809,potential,10,31,20/01/2024,01/12/2024,316,31.6,21548.90356895939
10810,high_value,20,39,03/01/2024,23/11/2024,325,16.25,76357.59127996172
10811,at_risk,3,147,13/01/2024,07/08/2024,207,69.0,15916.182919107117
10812,potential,10,58,02/01/2024,04/11/2024,307,30.7,11376.795057505553
10814,potential,10,17,28/01/2024,15/12/2024,322,32.2,12932.460352465634
10815,potential,10,22,17/03/2024,10/12/2024,268,26.8,13200.384581802018
10816,new,3,12,11/06/2024,20/12/2024,192,64.0,2482.7320381083096
10817,potential,9,30,12/01/2024,02/12/2024,325,36.111111111111114,8286.883677573196
10819,new,2,303,01/02/2024,04/03/2024,32,16.0,5399.314442988296
10820,loyal,17,29,12/01/2024,03/12/2024,326,19.176470588235293,60225.8339980447
10821,potential,10,30,08/01/2024,02/12/2024,329,32.9,39306.42649620057
10822,loyal,14,36,01/01/2024,26/11/2024,330,23.571428571428573,40439.28277900718
10823,potential,11,12,27/01/2024,20/12/2024,328,29.818181818181817,12139.065898868093
10824,high_value,15,56,04/01/2024,06/11/2024,307,20.466666666666665,41148.737674427975
10825,loyal,18,32,30/01/2024,30/11/2024,305,16.944444444444443,49805.66868898397
10826,new,3,101,17/02/2024,22/09/2024,218,72.66666666666667,4851.075268259439
10827,new,3,73,15/09/2024,20/10/2024,35,11.666666666666666,18229.3312377302
10828,loyal,19,75,24/01/2024,18/10/2024,268,14.105263157894736,64438.7347300463
10829,new,3,87,15/07/2024,06/10/2024,83,27.666666666666668,1825.7235956179898
10830,potential,9,21,02/01/2024,11/12/2024,344,38.22222222222222,13459.091407896938
10831,new,3,25,29/03/2024,07/12/2024,253,84.33333333333333,11132.933831421611
10832,loyal,14,29,14/01/2024,03/12/2024,324,23.142857142857142,44225.93361630023
10833,high_value,18,10,08/01/2024,22/12/2024,349,19.38888888888889,62891.81640292329
10834,potential,9,49,22/02/2024,13/11/2024,265,29.444444444444443,10076.804182967537
10835,new,3,11,05/07/2024,21/12/2024,169,56.333333333333336,1023.338176280743
10836,churned,1,360,07/01/2024,07/01/2024,0,,206.37725430239445
10837,new,3,218,29/03/2024,28/05/2024,60,20.0,13825.98332499314
10838,potential,10,121,04/01/2024,02/09/2024,242,24.2,28877.121680207387
10839,high_value,20,65,05/01/2024,28/10/2024,297,14.85,66903.79595623974
10840,high_value,15,101,05/01/2024,22/09/2024,261,17.4,90835.79382826952
10841,churned,1,345,22/01/2024,22/01/2024,0,,175.54767880735463
10842,loyal,15,53,16/01/2024,09/11/2024,298,19.866666666666667,36988.86787682485
10843,potential,8,73,05/02/2024,20/10/2024,258,32.25,8171.10643561004
10844,high_value,17,12,11/01/2024,20/12/2024,344,20.235294117647058,85968.78448028906
10845,loyal,14,26,04/01/2024,06/12/2024,337,24.071428571428573,55005.28056759461
10846,potential,9,29,24/02/2024,03/12/2024,283,31.444444444444443,8524.110887403178
10847,loyal,12,64,14/01/2024,29/10/2024,289,24.083333333333332,39932.54329139013
10848,at_risk,5,97,05/01/2024,26/09/2024,265,53.0,6398.70660352133
10849,new,2,205,27/05/2024,10/06/2024,14,7.0,5114.560822839693
10850,loyal,11,59,10/01/2024,03/11/2024,298,27.09090909090909,32637.743473429142
10851,potential,10,63,09/02/2024,30/10/2024,264,26.4,21518.408918683563
10852,at_risk,4,255,18/01/2024,21/04/2024,94,23.5,7513.752065689004
10853,loyal,15,71,17/01/2024,22/10/2024,279,18.6,82871.49466683155
10854,high_value,17,69,05/02/2024,24/10/2024,262,15.411764705882353,126057.40769626113
10855,potential,11,147,10/04/2024,07/08/2024,119,10.818181818181818,9701.805444921205
10856,potential,8,159,10/01/2024,26/07/2024,198,24.75,6567.225581178243
10857,potential,10,17,02/01/2024,15/12/2024,348,34.8,11236.744899177113
10858,at_risk,4,202,25/01/2024,13/06/2024,140,35.0,11046.566382812125
10859,potential,11,37,03/01/2024,25/11/2024,327,29.727272727272727,10640.95965007774
10860,potential,8,39,08/01/2024,23/11/2024,320,40.0,15967.524247994188
10861,potential,9,39,22/01/2024,23/11/2024,306,34.0,12516.822990110943
10862,potential,7,38,09/02/2024,24/11/2024,289,41.285714285714285,12390.249508370365
10863,loyal,14,26,18/01/2024,06/12/2024,323,23.071428571428573,19904.24883400281
10864,loyal,13,28,07/01/2024,04/12/2024,332,25.53846153846154,26560.31403351345
10865,loyal,14,25,06/02/2024,07/12/2024,305,21.785714285714285,102153.83246546151
10866,new,3,100,29/05/2024,23/09/2024,117,39.0,2365.449417265276
10869,at_risk,2,128,12/05/2024,26/08/2024,106,53.0,4111.186988586534
10870,at_risk,3,118,05/03/2024,05/09/2024,184,61.333333333333336,3642.051990408238
10871,at_risk,6,86,19/03/2024,07/10/2024,202,33.666666666666664,9299.77121529233
10872,potential,11,11,27/04/2024,21/12/2024,238,21.636363636363637,26095.789261772738
10873,potential,10,89,21/01/2024,04/10/2024,257,25.7,7545.02791382229
10874,potential,8,36,31/01/2024,26/11/2024,300,37.5,8519.876654594422
10875,at_risk,5,137,07/02/2024,17/08/2024,192,38.4,5237.110903657621
10876,loyal,14,39,29/01/2024,23/11/2024,299,21.357142857142858,26026.08021837991
10877,potential,8,87,13/01/2024,06/10/2024,267,33.375,4352.074251434473
10878,potential,8,26,21/01/2024,06/12/2024,320,40.0,9147.438653772197
10879,loyal,14,15,22/01/2024,17/12/2024,330,23.571428571428573,37860.10312299717
10880,at_risk,3,162,20/05/2024,23/07/2024,64,21.333333333333332,3546.7972382617363
10881,loyal,12,129,09/01/2024,25/08/2024,229,19.083333333333332,47027.86841389418
10882,loyal,15,67,23/03/2024,26/10/2024,217,14.466666666666667,57126.75724498906
10883,high_value,22,15,10/01/2024,17/12/2024,342,15.545454545454545,105737.96202659373
10884,potential,10,10,23/03/2024,22/12/2024,274,27.4,9565.856121813891
10885,loyal,15,37,09/02/2024,25/11/2024,290,19.333333333333332,40456.56797665996
10886,high_value,19,7,09/01/2024,25/12/2024,351,18.473684210526315,65203.69821592761
10887,at_risk,3,142,11/05/2024,12/08/2024,93,31.0,3425.879717155347
10888,new,4,120,22/01/2024,03/09/2024,225,56.25,9999.099237198596
10889,high_value,20,42,02/01/2024,20/11/2024,323,16.15,75522.2270990459
10890,potential,7,13,01/02/2024,19/12/2024,322,46.0,14263.416219810135
10891,loyal,15,20,09/01/2024,12/12/2024,338,22.533333333333335,48661.06109931416
10892,high_value,17,31,20/01/2024,01/12/2024,316,18.58823529411765,63412.40418168333
10893,new,3,31,14/02/2024,01/12/2024,291,97.0,4249.6924718479
10894,new,4,98,13/01/2024,25/09/2024,256,64.0,1946.8345273143468
10895,at_risk,4,210,14/04/2024,05/06/2024,52,13.0,14245.987768153745
10896,loyal,15,53,07/01/2024,09/11/2024,307,20.466666666666665,58954.11649063518
10897,new,4,118,06/03/2024,05/09/2024,183,45.75,1315.8355685082204
10898,loyal,16,45,02/01/2024,17/11/2024,320,20.0,70935.44214027506
10899,potential,9,36,07/02/2024,26/11/2024,293,32.55555555555556,20049.93294397554
10900,at_risk,6,185,09/01/2024,30/06/2024,173,28.833333333333332,11690.719916005455
10901,high_value,21,26,22/02/2024,06/12/2024,288,13.714285714285714,98735.8617957786
10902,new,4,50,13/08/2024,12/11/2024,91,22.75,5431.418004040033
10903,loyal,13,121,06/01/2024,02/09/2024,240,18.46153846153846,63333.476472434995
10904,new,3,61,05/05/2024,01/11/2024,180,60.0,6523.283487673523
10905,potential,11,110,29/01/2024,13/09/2024,228,20.727272727272727,25432.43034117721
10906,new,4,79,11/02/2024,14/10/2024,246,61.5,2500.6543822255408
10907,new,4,220,24/01/2024,26/05/2024,123,30.75,2566.612669786313
10908,churned,1,267,09/04/2024,09/04/2024,0,,510.2737198943483
10909,new,3,21,03/03/2024,11/12/2024,283,94.33333333333333,12048.230162858363
10910,at_risk,4,56,03/02/2024,06/11/2024,277,69.25,4518.308792034826
10911,loyal,16,26,21/01/2024,06/12/2024,320,20.0,49150.72333231456
10912,potential,7,34,05/04/2024,28/11/2024,237,33.857142857142854,17913.336036807847
10913,potential,10,20,11/01/2024,12/12/2024,336,33.6,17333.68351744579
